Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 4228     70319.3898   1664365161.4184  -0.1600   0.0032      3.5400      28.0344
 4229     70331.8419   1664365173.8705  -0.1512   0.0032      3.6920      27.7864
 4230     70338.0058   1664365180.0344  -0.1112   0.0032      2.6920      27.8176
 4231     70339.0960   1664365181.1246  -0.1320   0.0032      0.9620      28.2216
 4232     70380.3385   1664365222.3671  -0.1400   0.0032      0.8200      28.6944
 4233     70382.6473   1664365224.6759  -0.1600   0.0032      0.8380      28.2176
 4234     70408.6714   1664365250.7000  -0.0568   0.0032      7.7740      28.4712
 4235     70423.3304   1664365265.3590  -0.1448   0.0032      0.9620      28.3976
 4236     70428.2694   1664365270.2980  -0.1008   0.0032      2.2800      27.5112
 4237     70453.6860   1664365295.7147  -0.0752   0.0032      2.2580      27.5448
 4238     70472.6218   1664365314.6504  -0.1168   0.0032      0.9840      27.6896
 4239     70474.1109   1664365316.1395  -0.0792   0.0032      1.7400      27.9376
 4240     70504.1960   1664365346.2246  -0.1344   0.0032      2.9100      28.3496
 4241     70515.6182   1664365357.6468  -0.1344   0.0032      8.5540      27.9736
 4242     70521.1678   1664365363.1964  -0.1192   0.0032      0.9260      27.5184
 4243     70532.1896   1664365374.2182  -0.1096   0.0032      6.8980      27.4664
 4244     70546.0416   1664365388.0702  -0.1600   0.0032      7.9420      27.7440
 4245     70556.2494   1664365398.2780  -0.0960   0.0032      2.2800      28.1144
 4246     70600.7207   1664365442.7493  -0.1600   0.0040      0.9120      27.8720
 4247     70604.2459   1664365446.2745  -0.1600   0.0040      2.7960      27.3928
 4248     70616.2797   1664365458.3083  -0.1600   0.0032      1.7300      26.8760
 4249     70621.0212   1664365463.0498  -0.0696   0.0032      3.4720      28.6888
 4250     70665.9023   1664365507.9309  -0.0824   0.0032      2.0480      28.8120
 4251     70675.9016   1664365517.9302  -0.1344   0.0032      0.8000      28.4520
 4252     70692.2043   1664365534.2329  -0.1600   0.0032      0.7940      26.5616
 4253     70702.4278   1664365544.4565  -0.1416   0.0032      1.8120      26.8568
 4254     70733.3329   1664365575.3615  -0.1600   0.0032      6.4360      27.6672
 4255     70740.5086   1664365582.5372  -0.1600   0.0032      1.1600      27.0472
 4256     70746.2473   1664365588.2759  -0.1000   0.0032      2.7400      28.2416
 4257     70746.9478   1664365588.9764  -0.1600   0.0032      2.6580      26.9296
 4258     70748.4271   1664365590.4557  -0.0784   0.0032      0.8160      28.1832
 4259     70759.0544   1664365601.0830  -0.1600   0.0040      3.1840      28.0048
 4260     70814.0729   1664365656.1015  -0.1600   0.0032      0.7840      26.9824
 4261     70818.6067   1664365660.6353  -0.0784   0.0032      2.3520      27.1144
 4262     70876.0620   1664365718.0906  -0.0832   0.0032      3.9180      27.4992
 4263     70876.5127   1664365718.5413  -0.1600   0.0040      0.5120      27.6072
 4264     70884.5058   1664365726.5344  -0.1480   0.0032      4.5780      27.3648
 4265     70914.7863   1664365756.8149  -0.0968   0.0032      7.6480      27.1288
 4266     70918.9248   1664365760.9534  -0.1552   0.0032      6.7020      26.5608
 4267     70941.6950   1664365783.7236  -0.1592   0.0032     11.6720      27.4920
 4268     70944.1963   1664365786.2249  -0.1560   0.0032      1.3640      27.0984
 4269     70988.6798   1664365830.7084  -0.0632   0.0032      0.6660      28.1848
 4270     71026.6624   1664365868.6910  -0.1584   0.0032      0.8720      27.5584
 4271     71032.4282   1664365874.4568  -0.1168   0.0032      5.1140      27.5608
 4272     71033.5075   1664365875.5361  -0.1600   0.0128      0.6700      44.7128
 4273     71072.5000   1664365914.5286  -0.1584   0.0032      7.6200      26.7184
 4274     71086.3694   1664365928.3980  -0.1600   0.0032      3.1760      27.4992
 4275     71112.7997   1664365954.8284  -0.0664   0.0032      0.5600      27.9640
 4276     71117.3410   1664365959.3696  -0.1160   0.0032      1.0900      27.7528
 4277     71133.6339   1664365975.6625  -0.1248   0.0032      1.8520      27.7248
 4278     71136.7530   1664365978.7816  -0.1144   0.0032      1.1100      27.2344
 4279     71146.9548   1664365988.9834  -0.1600   0.0056      0.5240      30.6688
 4280     71156.1674   1664365998.1960  -0.1320   0.0032      0.5500      26.9848
 4281     71196.5921   1664366038.6207  -0.1104   0.0032      2.5080      27.4616
 4282     71202.1553   1664366044.1839  -0.1072   0.0032      1.0020      26.7008
 4283     71221.8930   1664366063.9216  -0.1520   0.0032      1.5600      26.8040
 4284     71223.5953   1664366065.6239  -0.1344   0.0032      2.1720      26.8472
 4285     71233.5975   1664366075.6261  -0.1312   0.0032     10.9200      27.0744
 4286     71274.6248   1664366116.6534  -0.1464   0.0032      1.1060      26.8752
 4287     71274.8960   1664366116.9246  -0.0656   0.0032      0.7520      26.9456
 4288     71280.2346   1664366122.2632  -0.1376   0.0032      1.8560      27.7952
 4289     71310.1125   1664366152.1411  -0.1600   0.0032     10.1680      27.8440
 4290     71316.0799   1664366158.1085  -0.1528   0.0032      5.7580      27.0296
 4291     71326.8760   1664366168.9046  -0.0864   0.0032      2.4680      27.7296
 4292     71332.4276   1664366174.4562  -0.1600   0.0040      0.9020      27.5272
 4293     71348.7253   1664366190.7539  -0.1600   0.0032      2.6340      28.0008
 4294     71357.9302   1664366199.9588  -0.1600   0.0080      0.6640      36.7704
 4295     71367.9466   1664366209.9752  -0.0528   0.0032      4.6020      28.5952
 4296     71369.0368   1664366211.0654  -0.1600   0.0032      0.5420      27.1856
 4297     71390.6040   1664366232.6326  -0.1560   0.0032      3.9260      26.0624
 4298     71395.1419   1664366237.1705  -0.1552   0.0032      1.7380      27.1784
 4299     71412.6632   1664366254.6918  -0.1600   0.0032      7.5320      26.4520
 4300     71438.0587   1664366280.0873  -0.1056   0.0032      1.0960      27.8824
 4301     71447.4568   1664366289.4855  -0.1224   0.0032      4.7040      27.3360
 4302     71447.7167   1664366289.7453  -0.1264   0.0032      1.4380      26.2864
 4303     71451.4451   1664366293.4737  -0.0880   0.0032      1.0200      27.8728
 4304     71457.6034   1664366299.6320  -0.0848   0.0032      4.4980      27.8272
 4305     71464.1708   1664366306.1994  -0.0568   0.0032      0.9460      28.1792
 4306     71470.5152   1664366312.5438  -0.1120   0.0032      2.3620      28.2640
 4307     71491.4913   1664366333.5200  -0.1512   0.0032      7.6880      27.3568
 4308     71501.3077   1664366343.3363  -0.0744   0.0032      1.3660      27.8320
 4309     71518.8219   1664366360.8505  -0.0920   0.0032      1.5340      27.9600
 4310     71521.1211   1664366363.1497  -0.1600   0.0128      2.3960      43.0064
 4311     71522.8205   1664366364.8492  -0.1344   0.0032      4.0900      27.3984
 4312     71543.5750   1664366385.6036  -0.0880   0.0032      1.9880      27.8632
 4313     71567.1662   1664366409.1948  -0.1280   0.0032      1.7400      27.4560
 4314     71570.2706   1664366412.2992  -0.1408   0.0032      0.8240      26.5968
 4315     71592.2490   1664366434.2776  -0.1600   0.0040      2.1700      26.8464
 4316     71654.1609   1664366496.1895  -0.1032   0.0032      1.9940      28.2128
 4317     71655.4501   1664366497.4787  -0.0472   0.0032      1.5900      28.1344
 4318     71664.6362   1664366506.6648  -0.1200   0.0032      6.7860      27.5984
 4319     71738.5054   1664366580.5340  -0.0656   0.0032      3.7240      27.6616
 4320     71741.6345   1664366583.6631  -0.0632   0.0032      0.8920      28.3432
 4321     71785.2849   1664366627.3135  -0.0656   0.0032      2.5780      28.2520
 4322     71798.5490   1664366640.5776  -0.1600   0.0032      5.4000      26.6840
 4323     71800.4402   1664366642.4688  -0.1488   0.0032      0.9820      26.9272
 4324     71802.7581   1664366644.7867  -0.0864   0.0032      0.6960      28.2112
 4325     71816.4047   1664366658.4333  -0.1512   0.0032      1.0380      27.1208
 4326     71830.6835   1664366672.7122  -0.1600   0.0040      3.8200      28.1192
 4327     71852.0506   1664366694.0792  -0.1392   0.0032      1.7940      27.6824
 4328     71862.2661   1664366704.2947  -0.1600   0.0040      1.6000      28.1856
 4329     71881.1946   1664366723.2232  -0.1600   0.0032      0.5280      27.4560
 4330     71919.6105   1664366761.6391  -0.1600   0.0032      4.2780      25.3848
 4331     71937.5440   1664366779.5726  -0.0664   0.0032      2.0080      28.2480
 4332     71939.6535   1664366781.6822  -0.0880   0.0032      0.5820      27.5128
 4333     71946.4215   1664366788.4501  -0.1600   0.0032      1.8100      25.9744
 4334     71953.6134   1664366795.6420  -0.1600   0.0032      1.0200      27.2160
 4335     71964.6441   1664366806.6727  -0.1600   0.0032      2.5960      27.3664
 4336     71966.5434   1664366808.5720  -0.0368   0.0032      1.1600      28.9200
 4337     71983.8533   1664366825.8819  -0.1400   0.0032      0.8260      27.1584
 4338     71984.1032   1664366826.1318  -0.1368   0.0032      1.0680      26.5072
 4339     71988.6278   1664366830.6565  -0.1600   0.0032      1.8500      27.1504
 4340     72012.4184   1664366854.4470  -0.1600   0.0096      0.6680      39.6648
 4341     72055.0757   1664366897.1043  -0.0840   0.0032      2.5240      28.1128
 4342     72074.4063   1664366916.4349  -0.1600   0.0040      1.1900      27.7592
 4343     72075.4956   1664366917.5242  -0.1600   0.0040      0.6440      27.5880
 4344     72086.1289   1664366928.1575  -0.0624   0.0032      2.4740      27.8720
 4345     72100.0018   1664366942.0304  -0.0968   0.0032      1.5800      28.7944
 4346     72114.2703   1664366956.2989  -0.0440   0.0032      3.1300      28.7856
 4347     72125.4947   1664366967.5233  -0.1576   0.0032      4.2800      27.9248
 4348     72133.8854   1664366975.9141  -0.1136   0.0032      8.5780      27.4808
 4349     72151.4096   1664366993.4382  -0.0784   0.0032      4.0240      27.6728
 4350     72154.7506   1664366996.7792  -0.1600   0.0040      0.7600      27.3464
 4351     72160.9002   1664367002.9288  -0.0496   0.0032      2.2980      28.7064
 4352     72161.3387   1664367003.3673  -0.0656   0.0032      0.5340      27.6760
 4353     72229.3221   1664367071.3507  -0.1600   0.0032      2.9560      27.9296
 4354     72239.1202   1664367081.1488  -0.0960   0.0032      0.5600      27.8600
 4355     72282.3801   1664367124.4087  -0.1600   0.0032      3.3880      28.2888
 4356     72317.9300   1664367159.9586  -0.0816   0.0032      1.3160      28.5320
 4357     72323.4710   1664367165.4996  -0.1600   0.0040      0.9440      28.3656
 4358     72324.1742   1664367166.2028  -0.1136   0.0032      2.5560      28.5272
 4359     72352.0354   1664367194.0640  -0.1600   0.0032      1.0000      27.1912
 4360     72374.2090   1664367216.2376  -0.0728   0.0032      0.7720      29.1232
 4361     72387.6592   1664367229.6879  -0.0824   0.0032      3.6760      27.7088
 4362     72398.4877   1664367240.5163  -0.0392   0.0032      1.5700      28.4136
 4363     72406.0639   1664367248.0925  -0.0800   0.0032      4.2240      26.9696
 4364     72425.6006   1664367267.6292  -0.1600   0.0040      1.0500      28.3304
 4365     72428.5261   1664367270.5547  -0.0704   0.0032      1.3620      27.8880
 4366     72436.1010   1664367278.1296  -0.1600   0.0032      0.8080      27.2888
 4367     72439.4058   1664367281.4344  -0.1320   0.0032      2.5880      27.4176
 4368     72446.9925   1664367289.0211  -0.0912   0.0032      1.4560      28.0264
 4369     72450.2936   1664367292.3223  -0.1112   0.0032      1.5500      28.0200
 4370     72450.5335   1664367292.5621  -0.1256   0.0032      0.6100      27.2064
 4371     72454.6715   1664367296.7001  -0.1600   0.0032      1.7060      26.2984
 4372     72461.2399   1664367303.2685  -0.0968   0.0032      1.8920      28.3496
 4373     72466.3821   1664367308.4107  -0.1600   0.0032      0.7600      27.7536
 4374     72467.2683   1664367309.2969  -0.1600   0.0032      0.7700      26.9016
 4375     72473.4417   1664367315.4703  -0.0888   0.0032      2.3800      27.4536
 4376     72486.6908   1664367328.7194  -0.1296   0.0032      3.7120      26.9672
 4377     72496.4793   1664367338.5079  -0.0856   0.0032      7.8380      28.6752
 4378     72514.7921   1664367356.8208  -0.1152   0.0032      4.7980      27.1536
 4379     72523.1746   1664367365.2032  -0.1600   0.0032      2.3060      26.4624
 4380     72527.7053   1664367369.7339  -0.1528   0.0032      3.1740      27.4168
 4381     72530.8400   1664367372.8686  -0.1264   0.0032      1.1720      27.7616
 4382     72531.9498   1664367373.9784  -0.1264   0.0032      2.2660      27.3400
 4383     72534.0588   1664367376.0874  -0.1600   0.0040      2.5380      27.2944
 4384     72540.8364   1664367382.8650  -0.0704   0.0032      3.6800      27.8616
 4385     72567.2656   1664367409.2942  -0.1384   0.0032      3.0840      27.0048
 4386     72571.3961   1664367413.4247  -0.1176   0.0032      1.6880      28.1784
 4387     72581.8208   1664367423.8494  -0.1200   0.0032      3.8940      27.8904
 4388     72604.1947   1664367446.2233  -0.1384   0.0032      0.5300      27.3312
 4389     72647.8888   1664367489.9174  -0.0520   0.0032      4.4420      28.6016
 4390     72678.1691   1664367520.1977  -0.0480   0.0032      0.6500      27.7448
 4391     72717.9803   1664367560.0089  -0.0776   0.0032      1.0880      28.3696
 4392     72719.0696   1664367561.0982  -0.0792   0.0032      1.1140      28.2824
 4393     72726.8527   1664367568.8813  -0.0960   0.0032      2.7700      27.8328
 4394     72738.6818   1664367580.7104  -0.0840   0.0032      3.6440      27.6128
 4395     72748.8864   1664367590.9150  -0.1600   0.0032      1.8880      26.4064
 4396     72784.4427   1664367626.4713  -0.0816   0.0032      2.0960      28.8432
 4397     72816.9681   1664367658.9967  -0.1600   0.0056      1.2900      31.7760
 4398     72830.8338   1664367672.8624  -0.1168   0.0032      9.2720      27.6440
 4399     72832.7227   1664367674.7513  -0.1224   0.0032      1.7200      27.9952
 4400     72832.9695   1664367674.9981  -0.1600   0.0032      0.5140      28.3752
 4401     72856.7581   1664367698.7867  -0.1296   0.0032     11.9820      27.9000
 4402     72875.2843   1664367717.3129  -0.0784   0.0032      2.0980      28.2040
 4403     72882.6451   1664367724.6737  -0.1600   0.0032      2.6220      27.4128
 4404     72898.7321   1664367740.7607  -0.0792   0.0032      7.7180      27.9360
 4405     72907.3191   1664367749.3477  -0.1600   0.0040      0.5520      26.5840
 4406     72908.8155   1664367750.8441  -0.1600   0.0032      3.9280      26.7488
 4407     72918.6283   1664367760.6569  -0.1368   0.0032      1.9820      26.1144
 4408     72946.2931   1664367788.3217  -0.1024   0.0032      2.5820      27.8016
 4409     72962.3762   1664367804.4048  -0.0872   0.0032      4.1580      28.1280
 4410     72980.9106   1664367822.9392  -0.1376   0.0032      1.7660      27.4200
 4411     73056.8115   1664367898.8401  -0.1504   0.0032      0.8940      27.1760
 4412     73077.1624   1664367919.1910  -0.1248   0.0032      1.5380      27.6248
 4413     73105.8378   1664367947.8665  -0.1600   0.0032      1.4380      27.5568
